EFFORTID,TRANSID,CAPID,SEARCHER,Date,OCC,PITTAG,ALTPIT,IDCODE,ALTID,NEW,SVL,TOTAL,WEIGHT,BREAK,SEX,TRANSECT,LOCATION,CAPLAT,CAPLON,TRAPTYPE,ENTRTYPE,BAIT,OTHRTYPE,POSITIO1,SITE,CLASS,COMMENT,CI,SEXdeterm,SEXconf,SEXnotes,PROJECTCODE,QC Concerns,QC Flag,QC Resolutions
13318,61909,22498,AFC,03-Jan-17,,0A140A4C57,,5739,,OLD,1014,1245,106,+,,S,8,,,V,,,,,NWFN,,,1.034511902,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800MM],NWFN SCENT VIS TRAIL,,,
13222,60747,22292,MCV,21-Nov-16,,0A140A4C60,,7958,,OLD,1096,1251,144,+,F,Y,2,,,V,,,,,NWFN,,,1.077787164,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13239,60935,22316,AFC,29-Nov-16,,0A140A4C60,,7958,,OLD,1094,1244,142,+,F,Y,2,,,V,,,,,NWFN,,"PTAX IS OLD POWER POLE.TAIL BREAK ALMOST TO VENT, SO FLAG RTL POSSIBLE.",1.069609435,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13295,61896,22496,MGN,12-Dec-16,,0A140A4C60,,7958,,OLD,1051,1190,147,+,F,U,3,,,V,,,,,NWFN,,,1.271350977,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13315,61845,22488,MCV,28-Dec-16,,0A140A4C60,,7958,,OLD,1111,1258,134,+,F,V,2,,,V,,,,,NWFN,,,0.956304945,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13168,60117,22217,CJR,25-Oct-16,,0A140A4C66,,5181,,OLD,1095,1390,99,,,Z,1,,,V,,,,,NWFN,,HEMIPENES OBSERVED; HEAVY SCARRING ON TAIL; MULTIPLE TAIL BREAKS.,0.743341913,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13270,61332,22384,MCV,08-Dec-16,,0A140A4C66,,5181,,OLD,,,,,,Q,6,,,V,,,,,NWFN,,SAME SNAKE AS [O@18:48],,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13270,61320,22382,MCV,08-Dec-16,,0A140A4C66,,5181,,OLD,1099,1381,100,+,,O,5,,,V,,,,,NWFN,,,0.741352973,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13286,61507,22412,CJR,20-Dec-16,,0A140A4C66,,5181,,OLD,1090,1374,105,+,,Q,7,,,V,,,,,NWFN,,,0.801060728,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13353,62307,22549,TJH,30-Dec-16,,0A140A4C66,,5181,,OLD,1094,1370,106,+,,I,1,,,V,,,,,NWFN,,HEMIPENES FLARED,0.798440846,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13156,59923,22174,TJH,27-Oct-16,,0A140A4D09,,1679,,OLD,915,1148,73,+,F,Y,2,,,V,,,,,NWFN,,,0.993809144,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13258,61151,22346,ACN,06-Dec-16,,0A140A4D09,,1679,,OLD,926,1161,80,+,,Z,7,,,V,,,,,NWFN,,,1.048809089,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13295,61898,22497,MGN,12-Dec-16,,0A140A4D09,,1679,,OLD,902,1073,82,+,,Z,4,,,V,,,,,NWFN,,,1.167482415,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  SEARCHER APPEARS TO BE A GENTLE STRETCHER
13312,61794,22480,MGN,21-Dec-16,,0A140A4D09,,1679,,OLD,884,1110,77,+,,Z,3,,,V,,,,,NWFN,,SOME DORSAL SCARRING ANTERIOR TO VENT,1.166969045,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13354,62330,22554,MGN,04-Jan-17,,0A140A4D09,,1679,,OLD,906,1155,77,+,,AA,4,,,V,,,,,NWFN,,,1.081255541,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13204,60542,22273,ACN,14-Nov-16,,0A140A4D12,,4624,,OLD,1032,1286,120,+,F,G,7,,,V,,,,,NWFN,,,1.10402635,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13167,60098,22209,VRD,03-Nov-16,,0A140A4D14,,5224,,OLD,1003,1248,110,+,F,W,13,,,V,,,,,NWFN,,"ACN COULDN'T FEEL ANY FOLLICLES. VRD: 115 MM FROM CLOACA IS CLOSEST, 136 MM FARTHEST FROM CLOACA. FELT LIKE SMALL BEADS.",1.113219856,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,VRD NO LONGER CONFIDENT IN THE PRESENCE OF FOLLICLES.,1,"DELETED FOLPALP ENTRY, LEFT BLANK"
13166,60090,22205,AFC,07-Nov-16,,0A140A4D14,,5224,,OLD,1007,,108,+,F,AA,13,,,V,,,,,NWFN,,NOT RECLIPPED,1.078631705,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,1,DELETED TOT VALUE (100 MM LONGER THAN ALL OTHER MORPHS)
13250,61068,22335,CJR,01-Dec-16,,0A140A4D1A,,9472,,OLD,982,1210,105,+,F,G,1,,,V,,,,,NWFN,,,1.139374247,F,4,"SIX SEXINGS AS F, FIVE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13283,61489,22409,FTE,12-Dec-16,,0A140A4D1A,,9472,,OLD,980,1202,114,+,,K,2,,,V,,,,,NWFN,,,1.245319462,F,4,"SIX SEXINGS AS F, FIVE SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13152,59870,22170,TJH,25-Oct-16,,0A140A4D2C,,4919,,OLD,1044,1310,108,+,,G,10,,,V,,,,,NWFN,,HEMIPENES FLARED,0.955519968,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13194,60452,22252,MCV,07-Nov-16,,0A140A4D2C,,4919,,OLD,1056,1315,112,+,,K,11,,,V,,,,,NWFN,,HEMIPENES FLARED,0.953091978,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13243,60981,22321,MCV,29-Nov-16,,0A140A4D2C,,4919,,OLD,1059,1327,114,+,,P,11,,,V,,,,,NWFN,,HEMIPENES FLARED; BTS WAS FOUND CLOSER TO TRANSECT P,0.960748386,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13274,61379,22389,VRD,14-Dec-16,,0A140A4D2C,,4919,,OLD,1048,1311,105,+,,N,9,,,V,,,,,NWFN,,,0.916986786,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13321,61946,22500,VRD,03-Jan-17,,0A140A4D2C,,4919,,OLD,1053,1325,121,+,,U,13,,,V,,,,,NWFN,,,1.039726835,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13221,60741,22291,MCV,22-Nov-16,,0A140A4D2F,,5685,,OLD,945,1179,77,+,,W,7,,,V,,,,,NWFN,,HARD POOP DETECTED,0.946247676,F,4,"NINE SEXINGS AS F, EIGHT SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13276,61411,22392,TJH,14-Dec-16,,0A140A4D2F,,5685,,OLD,950,1179,75,+,,Z,8,,,V,,,,,NWFN,,,0.906195544,F,4,"NINE SEXINGS AS F, EIGHT SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13174,60198,22222,FTE,08-Nov-16,,0A140A4D35,,9776,,OLD,854,1070,57,+,F,V,10,,,V,,,,,NWFN,,SCARRING ON SNAKES RIGHT SIDE NEAR CLIP,0.959785979,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13263,61232,22364,FTE,07-Dec-16,,0A140A4D35,,9776,,OLD,857,1071,57,+,,Y,8,,,V,,,,,NWFN,,,0.94966839,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13289,61554,22415,MCV,12-Dec-16,,0A140A4D35,,9776,,OLD,860,1067,58,+,,W,8,,,V,,,,,NWFN,,SNAKE SPOTTED WITH HF IN ITS MOUTH (HF WAS STILL ALIVE),0.956157181,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13348,62272,22539,MCV,12-Jan-17,,0A140A4D35,,9776,,OLD,869,1024,59,+,F,V,8,,,V,,,,,NWFN,,,0.942334477,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  SEARCHER APPEARS TO BE A GENTLE STRETCHER
13283,61482,22405,FTE,12-Dec-16,,0A140A4D39,,1697,,OLD,892,1106,83,+,F,D,13,,,V,,,,,NWFN,,,1.223376398,F,4,"FIVE SEXINGS AS F, ALL >800MM",NWFN SCENT VIS TRAIL,,,
13291,61584,22420,FTE,13-Dec-16,,0A140A4D39,,1697,,OLD,889,1100,83,+,F,P,10,,,V,,,,,NWFN,,,1.236195947,F,4,"FIVE SEXINGS AS F, ALL >800MM",NWFN SCENT VIS TRAIL,,,
13168,60109,22214,CJR,25-Oct-16,,0A140A4D3A,,3456,,OLD,809,1018,47,+,F,V,9,,,V,,,,,NWFN,,,0.929487769,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13281,61473,22402,CJR,19-Dec-16,,0A140A4D3A,,3456,,OLD,823,1021,75,+,,T,6,,,V,,,,,NWFN,,,1.410300758,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13354,62336,22556,MGN,04-Jan-17,,0A140A4D3A,,3456,,OLD,794,976,57,+,,U,8,,,V,,,,,NWFN,,,1.190284037,F,4,"FIVE SEXINGS AS F, TWO SEXINGS >800MM",NWFN SCENT VIS TRAIL,,,
13194,60449,22251,MCV,07-Nov-16,,0A140A4D3D,,2443,,OLD,1016,1273,100,+,,G,3,,,V,,,,,NWFN,,HEMIPENES FLARED,0.969554467,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13204,60540,22272,ACN,14-Nov-16,,0A140A4D3D,,2443,,OLD,1005,1264,96,+,,I,1,,,V,,,,,NWFN,,,0.965136784,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,"BTS PITTAG INCORRECTLY ASSIGNED TO BTS (INCORRECT PITTAG: 0A140A4D4D, CORRECT PITTAG:0A140A4D3D). ALSO BTS MISCLIPPED (INCORRECT CLIP:2878, CORRECT CLIP:2443).",1,"CORRECTED PITTAG IN DATABASE. ALSO, CORRECTED CLIP IN DATAABASE SENT EMAIL TO CREW TO CLEAR AND RECLIP BTS WITH CORRECT CLIP WHEN NEXT CAPTURED"
13261,61205,22355,FTE,06-Dec-16,,0A140A4D3D,,2443,,OLD,1010,1268,91,+,,S,5,,,V,,,,,NWFN,,,0.899897447,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13300,61666,22446,CJR,21-Dec-16,,0A140A4D3D,,2443,,OLD,1021,1281,96,+,,U,4,,,V,,,,,NWFN,,,0.915609563,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13328,62015,22511,CJR,29-Dec-16,,0A140A4D3D,,2443,,OLD,1016,1278,99,+,,O,4,,,V,,,,,NWFN,,"TAIL HEAVILY SCARRED, MISSING CHUNK ABOVE VENT",0.959858923,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13326,61991,22504,MCV,30-Dec-16,,0A140A4D3D,,2443,,OLD,1025,1277,96,+,,X,3,,,V,,,,,NWFN,,,0.903679607,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13158,59951,22182,TJH,31-Oct-16,,0A140A4D41,,2957,,OLD,1000,1249,94,+,F,AA,10,,,V,,,,,NWFN,,SNAKE WAS SPOTTED WITH ITS HEAD INSIDE PREMNA HOLE,0.960785828,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13190,60386,22246,CJR,07-Nov-16,,0A140A4D41,,2957,,OLD,1007,1262,87,+,F,R,11,,,V,,,,,NWFN,,,0.868897762,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13221,60738,22290,MCV,22-Nov-16,,0A140A4D41,,2957,,OLD,1016,1271,102,+,,S,10,,,V,,,,,NWFN,,,0.988945557,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13258,61163,22347,ACN,06-Dec-16,,0A140A4D41,,2957,,OLD,994,1251,102,+,,S,9,,,V,,,,,NWFN,,,1.063497024,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13263,61209,22357,FTE,07-Dec-16,,0A140A4D41,,2957,,OLD,1002,1259,99,+,,P,10,,,V,,,,,NWFN,,,1.005216648,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13307,61869,22493,MGN,27-Dec-16,,0A140A4D41,,2957,,OLD,1010,1241,97,+,,T,5,,,V,,,,,NWFN,,OPEN WOUND AT TAIL TIP; DORSAL CUTS (FRESH) AT MIDBODY,0.959231345,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13315,61847,22489,MCV,28-Dec-16,,0A140A4D41,,2957,,OLD,1022,1276,94,+,F,R,10,,,V,,,,,NWFN,,FRESH WOUND ON DORSAL THROUGHOUT BODY; BITE MARKS ON TAIL,0.893597807,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13354,62342,22557,MGN,04-Jan-17,,0A140A4D41,,2957,,OLD,1003,1248,97,+,,R,9,,,V,,,,,NWFN,,WOUNDS ON TAIL,0.981657509,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13246,61006,22327,TJH,30-Nov-16,,0A140A4D43,,2379,,OLD,1043,1299,81,+,,NEE,14,,,V,,,,,NWFN,,,0.718973738,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13149,59858,22167,TJH,24-Oct-16,,0A140A4D44,,1896,,OLD,1047,1331,108,,,T,8,,,V,,,,,NWFN,,,0.946252915,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800M],NWFN SCENT VIS TRAIL,,,
13159,59995,22189,VRD,27-Oct-16,,0A140A4D44,,1896,,OLD,1022,1290,100,+,,W,5,,,V,,,,,NWFN,,TAIL LOOKS CLIPPED AND GLUED BUT NOT ON CLIP LIST,0.950635965,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800M],NWFN SCENT VIS TRAIL,,,
13252,61099,22336,MCV,30-Nov-16,,0A140A4D44,,1896,,OLD,1056,1314,108,+,,SWE,9,,,V,,,,,NWFN,,,0.919052979,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800M],NWFN SCENT VIS TRAIL,,,
13289,61554,22416,MCV,12-Dec-16,,0A140A4D44,,1896,,OLD,1061,1314,116,+,,W,5,,,V,,,,,NWFN,,,0.971309523,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800M],NWFN SCENT VIS TRAIL,,,
13293,61611,22429,FTE,15-Dec-16,,0A140A4D44,,1896,,OLD,1049,1305,109,+,,AA,7,,,V,,,,,NWFN,,"WHEN SPOTTED, BTS WAS BEGINNING TO EAT A GECKO",0.948835998,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800M],NWFN SCENT VIS TRAIL,,,
13342,62190,22531,MCV,10-Jan-17,,0A140A4D44,,1896,,OLD,1056,1312,110,+,,AA,5,,,V,,,,,NWFN,,,0.936072478,F,4,FOUR SEXINGS AS F [AT LEAST ONE >800M],NWFN SCENT VIS TRAIL,,,
13339,62150,22525,CJR,06-Jan-17,,0A140A4D45,,5367,,OLD,1016,1260,112,+,,W,7,,,V,,,,,NWFN,R,VERY POSSIBLY SAME SNAKE AS[X2@20:00]; SAME FLAGELLARIA TANGLE,1.085901003,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13158,59967,22183,TJH,31-Oct-16,,0A140A4D4D,,2878,,NEW,434,551,10,,M,Z,9,,,V,,,,,NWFN,,"HEMIPENES OBSERVED, HAS CLOUDED EYES",0.897663166,M,3,FOUR SEXINGS AS M <1000MM,NWFN SCENT VIS TRAIL,,,
13158,59951,22181,TJH,31-Oct-16,,0A140A4D51,,3224,,OLD,1050,1321,98,+,,AA,3,,,V,,,,,NWFN,,SCARRING ON TAIL AREA,0.850319582,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13347,62235,22534,TJH,10-Jan-17,,0A140A4D51,,3224,,OLD,1058,1336,107,+,,D,7,,,V,,,,,NWFN,,,0.904673806,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,,,
13176,60218,22224,ACN,02-Nov-16,,0A140A4D53,,8296,,OLD,999,1229,108,+,F,Y,2,,,V,,,,,NWFN,,,1.107542829,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13245,60994,22326,VRD,30-Nov-16,,0A140A4D53,,8296,,OLD,1016,1249,111,+,F,Y,5,,,V,,,,,NWFN,,"2ND # ON CLIP HAS 1, 2, & 3 CLIPPED. CLEARED CLIPS AND RECLIPED.",1.076205459,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13293,61605,22425,FTE,15-Dec-16,,0A140A4D53,,8296,,OLD,1020,1251,106,+,F,Y,1,,,V,,,,,NWFN,,,1.014309259,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13281,61475,22404,CJR,19-Dec-16,,0A140A4D53,,8296,,OLD,1023,1255,109,+,F,Z,2,,,V,,,,,NWFN,,,1.032800607,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13326,61999,22506,MCV,30-Dec-16,,0A140A4D53,,8296,,OLD,1029,1258,110,+,F,AA,0,,,V,,,,,NWFN,,,1.021996774,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13339,62151,22526,CJR,06-Jan-17,,0A140A4D53,,8296,,OLD,1032,1266,109,+,F,Y,2,,,V,,,,,NWFN,,,1.002823935,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,,,
13160,59977,22186,TJH,01-Nov-16,,0A140A4D5C,,9127,,NEW,534,677,17,,M,F,1,,,V,,,,,NWFN,,"HEMIS OBSERVED, LIGHT PROBE",0.983227436,M,4,"FOUR SEXINGS AS M, ALL <800MM, HEMIS OBSERVED AND PROBED MALE",NWFN SCENT VIS TRAIL,,,
13259,61170,22348,CJR,05-Dec-16,,0A140A4D5C,,9127,,OLD,571,713,21,+,M,E,3,,,V,,,,,NWFN,,HEMIPENES OBSERVED; SNAKE ABOUT TO SHED,1.040228195,M,4,"FOUR SEXINGS AS M, ALL <800MM, HEMIS OBSERVED AND PROBED MALE",NWFN SCENT VIS TRAIL,,,
13275,61391,22390,CJR,12-Dec-16,,0A140A4D5C,,9127,,OLD,581,723,19,+,M,A,3,,,V,,,,,NWFN,,HEMIPENES OBSERVED,0.903138842,M,4,"FOUR SEXINGS AS M, ALL <800MM, HEMIS OBSERVED AND PROBED MALE",NWFN SCENT VIS TRAIL,,,
13296,61645,22440,MCV,21-Dec-16,,0A140A4D5E,,3868,,OLD,1052,,106,+,M,PR,826,,,V,,,,,NWFN,,"SPOTTED IN FRONT OF TRANSECT H ON THE RIMSKIRT; HEMIPENES OBSERVED;  NOT ON LIST, NO DNA TAKEN",0.913790386,M,4,TWO SEXINGS AS M >1000MM AND HEMIPENES OBSERVED,NWFN SCENT VIS TRAIL,RTL FLAGGED,1,"CAPTURE HISTORY BEFORE SIMILAR SIZE; HOWEVER TOTAL IS 100 MM SHORTER WITH NO MENTION OF TAIL DAMAGE, SO MAY BE MISMEASURE OR INCORRECT MEASURE RECORDED"
13204,60538,22271,ACN,14-Nov-16,,0A140A4D63,,2746,,OLD,1025,1176,94,+,,B,6,,,V,,,,,NWFN,,HEMIPENES FLARED; DORSAL SCARRING ON TAIL,0.884852949,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13264,61238,22365,TJH,07-Dec-16,,0A140A4D63,,2746,,OLD,1027,1179,89,+,,D,8,,,V,,,,,NWFN,,OLD SCARRING ON DORSAL ABOVE THE VENT,0.832317211,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13278,61432,22395,CJR,14-Dec-16,,0A140A4D63,,2746,,OLD,1038,1195,122,+,,A,6,,,V,,,,,NWFN,,,1.100668377,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13329,62030,22514,CJR,30-Dec-16,,0A140A4D63,,2746,,OLD,1036,1192,107,+,,D,5,,,V,,,,,NWFN,,HEMIPENES FLARED. WITHIN 2M OF PREVIOUS SNAKE,0.971654693,M,4,PROBE RECORDED AND OBSERVATION OF HEMIPENES,NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13175,60212,22223,TJH,09-Nov-16,,0A140A4D64,,2184,,OLD,973,1223,59,+,F,W,5,,,V,,,,,NWFN,,,0.65977138,F,4,"FOUR SEXINGS AS F, ALL >800MM",NWFN SCENT VIS TRAIL,,,
13220,60725,22289,FTE,21-Nov-16,,0A140A4D64,,2184,,OLD,966,1222,61,+,,SWE,7,,,V,,,,,NWFN,,,0.698341109,F,4,"FOUR SEXINGS AS F, ALL >800MM",NWFN SCENT VIS TRAIL,,,
13168,60109,22215,CJR,25-Oct-16,,49045E604D,,4639,,OLD,1025,1174,94,+,,V,4,,,V,,,,,NWFN,,,0.884852949,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13187,60354,22235,CJR,02-Nov-16,,49045E604D,,4639,,OLD,1027,1175,93,+,,D,2,,,V,,,,,NWFN,,"FOLLICLES WERE ~1MM IN DIAMETER, 170MM FROM VENT",0.869724726,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13200,60516,22268,CJR,10-Nov-16,,49045E604D,,4639,,OLD,1018,1169,89,+,,G,4,,,V,,,,,NWFN,,,0.857249393,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13236,60885,22314,CJR,28-Nov-16,,49045E604D,,4639,,OLD,1026,1177,87,+,,O,5,,,V,,,,,NWFN,,,0.816281619,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13300,61668,22447,CJR,21-Dec-16,,49045E604D,,4639,,OLD,1021,1171,95,+,,N,1,,,V,,,,,NWFN,,,0.906071963,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13326,61992,22505,MCV,30-Dec-16,,49045E604D,,4639,,OLD,1030,1179,96,+,,Q,5,,,V,,,,,NWFN,,HARD FECES IN GUT,0.889012645,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13332,62080,22518,VRD,06-Jan-17,,49045E604D,,4639,,OLD,1029,1176,99,+,,O,2,,,V,,,,,NWFN,,,0.919797096,F,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
13154,59911,22173,TJH,26-Oct-16,,4906636B5F,,4872,,OLD,1210,1464,168,+,,L,0,,,V,,,,,NWFN,,"SCARRING ALONG THE TAIL, LOOKS LIKE BITE MARKS",0.881536211,M,4,Sex assigned by algorithm (>75% agreement and >1000mm),NWFN SCENT VIS TRAIL,RTL FLAGGED,,CAPTURE HISTORY JUST BEFORE AND AFTER SHOW SIMILAR SVL AND TOT.  TAIL BREAK CAUSING RTL FLAG
